Client_Num,customer_name,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,address,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,contact_number,Customer_Job,Income,Cust_Satisfaction_Score
708174708,Sara Martin,49,F,0,Graduate,Single,NY,"997 Michael Spur, Robertston, KY 16757",91750,yes,no,no,cellular,16737900411,White-collar,15355,1
708176208,Rebecca Baldwin,49,F,1,Uneducated,Married,CA,"499 Lisa Valley, Davidshire, VA 84136",91750,no,no,no,cellular,16413644264,Govt,53428,2
708177333,Michele Miller,42,F,3,Graduate,Single,CA,"262 Jason Landing Apt. 031, Cherylmouth, ND 94162",91750,yes,yes,no,unknown,17854185635,Selfemployeed,7865,2
708178608,Richard Daniels,48,F,3,Unknown,Unknown,FL,"17040 Ashley Plains, Fordtown, MI 92208",91750,no,no,no,cellular,19337496356,Blue-collar,54304,1
708185208,Jodi May,47,F,2,Doctorate,Single,CA,"52089 Buchanan Light, East Samanthatown, WV 10589",91750,no,yes,no,cellular,14359304283,Selfemployeed,20100,2
708186933,Chelsea Perry,47,F,4,Unknown,Unknown,CA,"15355 Green Oval, Lake Gilbert, ND 77839",91750,no,yes,no,cellular,15515570942,Blue-collar,24295,1
708190158,Roger Hancock,47,F,3,Unknown,Single,NY,"86593 Golden Manors, Joshuaberg, WV 56050",91750,no,yes,no,unknown,19004224411,Govt,32103,3
708193008,Ralph Weber,53,F,2,Graduate,Married,CA,"562 Miranda Port, Andersonton, PA 44704",91750,no,no,yes,telephone,15769384264,Selfemployeed,14975,2
708195633,Rodney Lane,47,F,4,High School,Married,TX,"4107 David Crest Suite 140, Patriciafort, IA 44543",91750,yes,yes,no,unknown,10652731082,Selfemployeed,27517,3
708197358,Rachel Riley,42,M,1,Uneducated,Married,AK,"259 Isabella Centers, East Stevenmouth, KS 54409",99504,no,no,yes,cellular,14589359828,Govt,107887,1
708204033,Katherine Williams,53,M,2,Graduate,Married,CA,"3600 Foster Brooks Suite 671, West Brandonfort, AL 10730",91750,yes,no,yes,cellular,15616240660,Selfemployeed,51233,1
708205083,Richard Schneider,54,M,2,Graduate,Married,NJ,"2988 Pena Inlet Apt. 752, Jerryfurt, AZ 84750",91750,no,no,no,cellular,14709785653,Blue-collar,79516,1
708207783,Janet Lee,48,M,1,Graduate,Married,NY,"66067 Barnes Orchard Apt. 759, Austinview, RI 42809",91750,no,yes,no,cellular,13567728223,Blue-collar,73959,1
708208758,Tammy Garcia,42,F,3,Doctorate,Single,FL,"78571 Frederick Pine, East Samantha, ID 69924",91750,yes,yes,no,cellular,17585470737,Blue-collar,23377,2
708211383,Derek Shelton,44,F,3,Uneducated,Single,TX,"49870 Steven Parks, Gouldside, PA 89526",91750,no,yes,no,cellular,11721488661,Retirees,44883,3
708212658,Jon Crawford,40,F,3,High School,Single,TX,"4228 Wright Estates Suite 908, Joshuaburgh, KS 40065",91750,no,no,yes,unknown,19413152921,Retirees,16041,2
708216108,Cristina Mendoza,58,F,1,Unknown,Married,NY,"70910 Bennett Terrace Apt. 551, South Olivia, ND 97968",91750,no,yes,no,cellular,16042992777,Businessman,24221,3
708217758,Debra Jensen,57,F,1,Graduate,Single,CA,"32024 Lopez Trafficway Suite 989, Rogerstad, HI 72829",91750,no,yes,no,cellular,13813325160,Selfemployeed,14975,3
708219108,Anthony Giles,38,M,2,Graduate,Married,CA,"7967 Barnes Radial, Port Nathan, TN 63060",91750,yes,no,no,cellular,19388969810,Blue-collar,102561,3
708219858,Jacqueline Ho,53,F,1,Graduate,Unknown,CA,"545 Deborah Meadows Suite 381, Kevinburgh, MD 85128",91750,no,yes,no,cellular,12454420335,White-collar,56697,2
708222558,Michelle Shields,60,F,1,Uneducated,Single,NJ,"90798 Bailey Mission Apt. 600, South Amandaberg, MI 72781",91750,no,no,no,cellular,18764254585,Retirees,53022,3
708223383,David Ruiz,51,F,3,Uneducated,Married,NY,"3873 Thomas Circle, North Sandra, PA 72866",91750,yes,no,yes,cellular,11112021010,Businessman,32013,1
708224133,Joseph Briggs,39,M,4,Graduate,Single,NJ,"2621 Daniel Islands, North Annaberg, OK 96753",91750,yes,no,no,cellular,18806566527,Selfemployeed,62192,2
708225483,Shannon Wiggins,38,F,2,Post-Graduate,Married,CA,"319 Marshall Rest, Port Ashleyfurt, ID 19013",91750,yes,yes,no,cellular,12929491442,Selfemployeed,55061,2
708226833,Jay Rodriguez,50,M,2,High School,Married,NY,"43401 Destiny Mission, North Scott, OK 24438",91750,no,no,no,unknown,10167636922,Businessman,127461,3
708229308,Jonathan Bush,37,M,1,Uneducated,Single,NY,"170 Jackson Walk, East Thomas, OH 98316",91750,yes,no,no,cellular,12511182290,Businessman,100839,2
708231183,Guy Bailey,39,F,1,Uneducated,Single,CA,"6509 James Meadow Apt. 551, East Nicholas, NE 12875",91750,no,no,no,unknown,12049273421,Retirees,31127,2
708234558,Cynthia Wright,62,M,0,High School,Single,TX,"71898 Joanna Mews Suite 148, Hebertborough, RI 70423",91750,no,yes,no,cellular,10151151798,Selfemployeed,67827,3
708238833,Amy Lopez,38,F,2,High School,Married,NY,"587 Christopher Course Suite 825, Christopherburgh, WV 84395",91750,no,yes,no,cellular,15854721240,Blue-collar,12994,1
708241233,Connie Scott,38,F,1,Graduate,Married,CA,"PSC 7033, Box 4296, APO AA 30872",91750,no,yes,no,unknown,18231815146,Selfemployeed,5225,1
708242283,Christian Bennett,44,F,1,Unknown,Single,TX,"132 Jonathan Plaza, Newtonstad, WV 37804",91750,no,yes,yes,cellular,18046551033,Govt,35755,3
708243483,Misty Burnett,60,F,2,High School,Single,TX,"0104 Andrea Path, North Heidiport, MA 68489",91750,yes,no,no,cellular,17181618067,Retirees,24156,2
708244458,Melissa Gardner,26,M,0,Graduate,Single,NY,"Unit 0400 Box 6927, DPO AP 16847",91750,no,yes,no,cellular,17155286880,White-collar,37888,3
708245808,Robin Morales,41,M,0,High School,Unknown,FL,"PSC 1399, Box 8335, APO AA 95504",91750,yes,yes,no,telephone,17446981071,Businessman,145701,1
708248358,Kelly Henry MD,61,F,2,Graduate,Married,CA,"500 Isaac Isle, South Elizabeth, NM 74270",90094,yes,no,no,unknown,11600780670,Businessman,186885,1
708249708,Shane Sosa,39,F,2,Graduate,Single,CA,"Unit 3456 Box 6417, DPO AP 36717",91750,yes,no,no,cellular,13310327313,Selfemployeed,14975,1
708252108,Stacie Norton,50,F,1,Graduate,Single,FL,"74252 Ford Ridge, North Ricky, LA 06088",91750,no,yes,no,cellular,14099452536,Selfemployeed,49229,2
708253458,Melissa Burns,45,M,2,Unknown,Married,CA,"27717 Jennifer Mission Suite 684, Mccarthyfurt, WV 15613",91750,no,yes,no,cellular,14337391743,Govt,81622,2
708254733,Tina Davis,56,M,2,Graduate,Married,CA,"57651 Donald Mills Apt. 658, North Kevinland, NE 84042",91750,no,no,no,unknown,10517299882,Blue-collar,95152,2
708255633,Michael Dorsey,47,F,3,Graduate,Single,FL,"970 Kylie Drives, New Shawn, CT 44748",91750,yes,yes,no,telephone,11612521367,Blue-collar,35666,2
708260208,Wesley Green,48,F,3,Graduate,Married,TX,"9091 Nguyen Pass Suite 594, Henrytown, IL 29694",91750,no,yes,no,cellular,10759743055,White-collar,57686,1
708266883,William Thompson,37,F,2,Graduate,Married,TX,"56931 Vickie Underpass Suite 592, Catherineshire, MD 31914",91750,no,yes,yes,cellular,16389497934,Selfemployeed,25423,3
708267858,Robert Cohen,33,F,4,High School,Single,NJ,"7259 Sharp Squares Apt. 882, East Amanda, MT 43089",91750,no,no,no,cellular,18795977600,Selfemployeed,21500,3
708269583,Amy Mckinney,41,F,1,High School,Single,NY,"Unit 2924 Box 0573, DPO AA 52927",91750,no,no,no,cellular,19449612839,White-collar,47653,3
708271833,Michelle Gonzalez,48,F,3,Graduate,Married,CA,"3586 Joyce Greens Suite 110, Craigport, VA 73541",91750,no,yes,yes,unknown,19103844899,Govt,37680,3
708272808,Robert Duffy,41,F,2,Unknown,Single,FL,"8188 Hudson Course, New Sandraburgh, CA 42485",91750,yes,yes,no,cellular,13663793602,White-collar,38560,2
708273858,Andrew Rangel,39,F,1,Graduate,Single,NY,"572 Catherine Fort, Leeland, AL 26244",91750,no,no,no,cellular,12969104289,White-collar,41203,1
708276183,Mathew Jones,54,F,2,Graduate,Married,TX,"PSC 2206, Box 6592, APO AA 82252",91750,no,no,no,cellular,14851313548,Selfemployeed,14975,2
708281433,Mr. Stephen Hernandez MD,40,F,3,Uneducated,Single,NY,"211 Lewis Crest Apt. 771, Martinburgh, HI 07351",91750,yes,no,no,cellular,16406200766,Businessman,43626,1
708285108,Kelsey Martinez,44,M,4,Unknown,Married,TX,"860 Gerald Ridges, North Matthew, VA 28520",91750,yes,no,no,cellular,19829413128,White-collar,131861,1
708286683,Benjamin Johnson,38,M,1,Graduate,Unknown,FL,"90542 Christian Lane Apt. 086, Ryanstad, NC 27976",91750,yes,no,no,cellular,13504209864,White-collar,83306,2
708288108,Barbara Harrison,29,M,0,Graduate,Single,NJ,"6168 William Hills, West Charles, IN 68732",91750,no,no,no,cellular,14030144685,Selfemployeed,1250,3
708290208,Michael Craig,63,F,2,Graduate,Single,NY,"739 Hensley Springs, South Ryan, WY 47692",91750,yes,no,no,cellular,12504373012,White-collar,34835,2
708291633,Samuel White,54,M,1,Unknown,Single,FL,"39570 Green Mission, East Madisonfort, VA 78547",91750,no,no,no,cellular,15265331610,Businessman,92894,1
708292833,Jackie Nguyen,41,F,2,Graduate,Married,CA,"414 Patrick Rest Apt. 993, West Ross, SC 44045",91750,yes,no,no,cellular,11892224601,Govt,32170,3
708295533,Erika Smith,55,M,2,Unknown,Single,FL,"14210 Evans Port Suite 823, Jackland, AR 31463",91750,no,no,no,cellular,17465686552,Blue-collar,10119,2
708296883,Ms. Diane Martinez,31,F,1,Graduate,Single,CA,"04790 Emily Meadow, New Denisebury, AR 09922",91750,no,yes,yes,unknown,19741612778,Selfemployeed,8250,1
708298233,Micheal Hahn,44,F,4,High School,Married,NJ,"571 Frank Orchard Apt. 290, Mendozafurt, NE 74456",91750,no,no,no,unknown,15104422062,Blue-collar,15092,3
708300483,Stephanie English,46,F,4,Doctorate,Married,NY,"7392 Burton Keys, Vanessafurt, MI 27369",91750,no,yes,no,cellular,11096195322,Selfemployeed,1250,1
708301683,Ronald Burton,40,M,4,High School,Unknown,NY,"14158 Patrick Shoals Suite 431, New Christopher, GA 86877",91750,no,yes,no,cellular,11788442129,Govt,110415,2
708303108,Shelly Nelson,36,M,3,High School,Married,NJ,"47284 Brown Road Apt. 642, Morganfort, NV 14662",91750,yes,yes,no,cellular,16347402887,Govt,86574,1
708307533,Erica Zuniga,37,M,4,Post-Graduate,Married,NY,"525 Sonya Shoal, Taylorfort, AR 15764",91750,yes,no,no,cellular,11182820238,Govt,51165,2
708313608,Jessica Perez,59,F,1,Graduate,Married,NJ,"11406 White Union Suite 931, Aaronfort, NH 60878",91750,no,no,no,cellular,17591511524,Blue-collar,21659,3
708314808,Sarah Flores,49,F,3,Uneducated,Single,TX,"5976 Jennifer Hollow Suite 986, South Timothyhaven, WA 78290",91750,no,yes,no,cellular,11949865453,Selfemployeed,14975,3
708316008,Matthew Robinson,43,F,5,Unknown,Single,CA,"270 Matthew Well Suite 626, Amyside, MA 51803",91750,no,no,no,cellular,11461542638,Selfemployeed,15806,3
708319908,Stephanie Haley,56,M,1,Graduate,Single,TX,"02373 Robert Burg, Berrytown, NC 88840",91750,yes,yes,no,unknown,15997840598,Govt,116230,3
708323208,Mark Green,45,F,5,Doctorate,Married,TX,"9095 Rebecca Plain Suite 130, New Katherine, LA 07491",91750,no,no,yes,unknown,15295867123,Businessman,24058,1
708324483,Norma Murphy,63,M,0,Unknown,Unknown,CA,"528 Laurie Squares Apt. 527, Christinemouth, NJ 06112",91750,no,no,yes,cellular,12876779104,Selfemployeed,61485,2
708330858,Rachel Williams,51,F,2,Graduate,Married,TX,"6636 Evans Turnpike Suite 512, North Elizabethfurt, KS 62611",91750,no,no,no,unknown,14357865676,Selfemployeed,1250,3
708331758,Kevin Cameron,42,F,3,High School,Single,NY,"345 Emily Avenue, Port Patty, HI 07047",91750,no,no,yes,telephone,14032044422,Businessman,41112,3
708332808,Scott Young,49,F,4,Uneducated,Married,TX,"73355 Michael Oval Apt. 287, Mosesfurt, MA 25137",91750,no,no,no,cellular,10765047680,Businessman,166923,2
708334158,Katrina Madden,51,F,1,Uneducated,Single,NY,"75886 Lopez Lakes Suite 513, Marialand, WA 30592",91750,yes,yes,no,unknown,15404954456,White-collar,34512,2
708337683,Natasha Scott,27,M,0,Graduate,Married,MI,"750 Lin Spring Suite 628, East Dylanport, DE 91548",91750,no,no,yes,cellular,16552544807,Selfemployeed,42779,1
708338958,Tracy King,42,M,2,High School,Unknown,FL,"3259 Collins Point Apt. 538, North April, AR 90704",91750,no,no,no,cellular,19985104266,Blue-collar,42334,3
708340758,Katherine Elliott,53,M,3,Graduate,Single,NY,"PSC 6653, Box 2956, APO AP 96777",91750,yes,no,no,cellular,17680950805,Businessman,111220,2
708341958,Kelly Goodman,48,M,4,Unknown,Married,TX,"20991 Gary Views, Vazquezton, NE 96384",91750,no,yes,no,cellular,16953617504,Blue-collar,64665,1
708344358,Laura Smith,44,F,4,High School,Single,CA,"Unit 0436 Box 8419, DPO AE 20150",91750,no,yes,yes,cellular,19103691217,Selfemployeed,11638,2
708347583,Eric Webb,39,F,0,Graduate,Married,CA,"418 Samantha Ridge, Smithchester, AZ 77709",91750,no,yes,no,unknown,17839646044,Blue-collar,16112,2
708354858,Sean Melendez,41,M,2,Graduate,Married,CA,"842 Jon Rest, Larsonberg, WA 37357",91750,no,no,no,telephone,16364784783,Businessman,111730,1
708355683,Luke Hall,46,F,4,Unknown,Single,NJ,"693 Holly Spur Apt. 259, East Brandonview, DC 33919",91750,no,no,yes,unknown,12900462403,Govt,34013,1
708357183,Carla Clark,38,F,4,Doctorate,Married,CA,"Unit 1418 Box 5306, DPO AP 29013",91750,no,no,no,unknown,12066052864,Businessman,38164,2
708358683,Matthew Carey,56,F,1,Graduate,Married,TX,"463 Thomas Flats, West Megan, MD 20058",91750,yes,no,no,cellular,18666165621,Selfemployeed,14975,1
708360108,Ashley Sanchez,40,M,2,Uneducated,Single,TX,"9810 Alyssa Green, West Darren, LA 74893",91750,no,yes,yes,cellular,19822136372,Govt,82412,2
708361833,Mitchell Graves,55,F,3,Graduate,Single,CA,"686 Ward Wall, Sherifurt, RI 71323",91750,no,yes,yes,unknown,17937656021,White-collar,39861,2
708367908,Nicholas Martinez,42,M,4,Graduate,Single,TX,"2530 Lopez Underpass, South Codyburgh, OH 26647",91750,no,no,no,cellular,14922318908,Blue-collar,60037,3
708369633,Katherine Smith,47,M,2,Uneducated,Married,NY,"6058 Donna Union, West Teresa, MA 01674",91750,yes,no,no,telephone,19582969563,Govt,101602,1
708371733,Timothy Chan,50,M,1,High School,Unknown,TX,"8739 Ward Plain Apt. 602, West Tinabury, NJ 03257",91750,no,yes,no,cellular,19978287907,Blue-collar,86281,2
708373083,James Donovan,41,F,3,High School,Married,TX,"3787 Jennifer Ways Suite 623, Port John, KS 47784",91750,yes,no,no,cellular,13705148694,Blue-collar,20495,2
708375858,Sherry Smith,45,F,4,Post-Graduate,Single,CA,"096 Lee Garden Suite 788, Smallstad, AK 82719",91750,no,no,no,cellular,15598700922,Govt,57624,1
708376983,Courtney Sexton,43,F,4,Graduate,Unknown,TX,"1906 Lewis Mill Suite 867, Fowlerfurt, GA 85344",91750,no,yes,no,cellular,13954400244,Govt,21828,3
708378108,Maria Foster,42,M,2,Uneducated,Single,NJ,"233 Brandon Pike, Scottburgh, WI 40734",91750,yes,no,no,cellular,10935656283,White-collar,71834,1
708382083,Sonia Castro,35,F,1,Unknown,Married,TX,"9984 Laura Course, Nicolehaven, CO 77011",91750,no,no,no,cellular,10599497212,Selfemployeed,30259,2
708384033,Robert Kerr,45,F,1,High School,Unknown,CA,"85562 Perez Island Apt. 776, Cooperbury, MD 67612",91750,no,no,no,unknown,15181880032,Blue-collar,28037,3
708385533,Gregory Young,54,M,1,Post-Graduate,Unknown,NY,"30888 Wright Glens Suite 922, South Billymouth, WA 04963",91750,no,yes,no,cellular,16012783826,Govt,119059,2
708386958,Danielle Bishop,42,F,5,Graduate,Married,GA,"76501 Johnson Valleys, West Gordonstad, VT 42284",91750,yes,no,no,cellular,17613547248,Blue-collar,19006,3
708387933,Terrence Johnson,37,M,3,High School,Single,TX,"0462 Angela Landing Suite 876, Lovemouth, OH 84990",91750,no,yes,yes,unknown,12504689577,Businessman,165306,3
708390633,Wesley Mueller,49,M,2,High School,Single,NY,"USCGC Bender, FPO AE 11784",91750,no,no,no,cellular,16964338310,Retirees,53965,1
708393633,James Hodges,36,M,3,Unknown,Single,CA,"813 Carney Neck, New Kevinbury, NE 11992",91750,yes,no,no,cellular,15060999742,Retirees,71640,2
708394908,Lance Hernandez,55,F,3,Post-Graduate,Single,TX,"149 Jeffrey Isle, Walkerborough, TX 75795",91750,yes,yes,no,cellular,19053022400,Selfemployeed,45818,1
708396033,Jeremiah Ortiz,44,M,3,Unknown,Single,CA,"839 Miguel Fork Suite 425, North Robin, NH 94460",91750,no,no,no,cellular,12862322276,White-collar,119585,1
708397008,Annette Mccoy,45,F,3,High School,Married,CA,"7547 Hernandez Trafficway Suite 090, Ashleyport, WV 04609",91750,no,no,no,telephone,19202644318,White-collar,57821,1
708398283,Nicholas Wall,41,F,3,High School,Unknown,TX,"PSC 5765, Box 5165, APO AA 25302",91750,no,yes,no,unknown,17789833041,Govt,12775,3
708399858,Jacqueline Baker,45,M,3,Unknown,Married,CA,"42995 Kristen Shores Suite 018, Timothytown, IL 46026",91750,no,yes,no,cellular,18295451590,White-collar,76565,2
708402333,Jason Carr,57,M,3,Unknown,Single,NY,"003 Edwin Forge Apt. 834, West Austin, MO 74514",91750,yes,yes,yes,telephone,17275845209,Govt,78127,3
708403308,Carol Flores,48,M,3,Uneducated,Single,CA,"239 Thompson Loop, North Dustin, DE 54177",91750,no,no,no,cellular,17615635367,Retirees,60111,2
708404883,Ann Brandt,49,F,3,Unknown,Single,NY,"580 Harris Wall, Colefort, IL 58571",91750,no,no,no,unknown,12529336631,Blue-collar,32229,2
708406083,Erica Lee,57,M,2,Unknown,Single,CA,"USS Griffin, FPO AA 40723",91750,no,yes,yes,unknown,10457457386,Blue-collar,95876,2
708412758,Todd Gonzalez,62,F,1,Unknown,Married,CA,"0247 Suzanne Motorway Apt. 705, Harrisontown, NH 50331",91750,yes,yes,no,cellular,18283079436,White-collar,23378,2
708414033,Michael Rogers,45,F,3,Graduate,Single,NY,"05891 Audrey Circle Suite 903, East Robert, ME 67713",91750,no,yes,no,cellular,19584032812,Blue-collar,41115,3
708416433,Christopher Stephens,53,F,4,Unknown,Single,NY,"4556 Jones Flat, East Maxwell, NV 19683",91750,no,yes,no,cellular,18580970838,Blue-collar,28601,2
708419733,Angela Estes,44,M,3,Graduate,Married,TX,"01980 Andrade Mills Suite 065, Wheelermouth, MI 59816",91750,no,yes,no,cellular,14982891343,Blue-collar,76246,3
708421833,Ricardo Brewer,54,F,2,High School,Single,NY,"7130 Butler Corner Suite 788, Dianachester, FL 43168",91750,no,no,no,cellular,13703288816,Selfemployeed,6550,2
708423933,Heather Rogers,48,F,1,Doctorate,Married,IA,"9714 Maria Summit Apt. 186, Jamestown, MS 14608",91750,no,no,no,cellular,11718829064,Businessman,35491,2
708426483,Amanda Parrish,60,F,1,Uneducated,Married,CT,"824 Jacqueline Mall, Lisaborough, CA 62568",91750,yes,yes,no,cellular,14146346557,Businessman,38451,3
708427908,Sarah Benjamin,33,M,3,Graduate,Married,FL,"763 Clifford Drives Apt. 123, Hernandezville, NY 06156",91750,no,no,no,cellular,17842443172,Blue-collar,72412,2
708428958,Abigail Cantu,57,M,3,Graduate,Single,FL,"810 Amy Court, Gonzalezshire, AL 10810",91750,yes,no,no,cellular,19081267384,White-collar,118175,2
708431433,Gregory Powers,41,F,2,Graduate,Married,CA,"1580 Mitchell Circles, Monicaland, CT 51545",91750,no,no,no,telephone,16650559897,Blue-collar,14633,3
708433683,Luke Robinson,62,M,1,Graduate,Single,FL,"6880 Church Port, South Erinfurt, ID 61024",91750,no,no,no,cellular,11437762995,Govt,61002,2
